0.177508 	 -0.055986 	 0.241259 	 0.373773 
0.133653 	 -0.107103 	 -0.550534 	 -0.296265 
0.182827 	 0.031542 	 -0.314990 	 -0.566774 
-0.162367 	 -0.317702 	 -0.609108 	 -0.459408 
-0.249606 	 -0.355503 	 -0.143355 	 -0.383808 
-0.481013 	 -0.649564 	 -0.112070 	 0.393495 
0.671025 	 0.620821 	 0.111527 	 0.229662 
-0.528774 	 -0.695407 	 0.733779 	 0.785928 
0.421971 	 0.280374 	 0.032025 	 -0.525802 
-0.284149 	 -0.447979 	 -0.630105 	 -0.681797 
0.030461 	 -0.072371 	 -0.052363 	 -0.312085 
0.558506 	 0.555433 	 0.299778 	 0.420915 
0.438559 	 0.287813 	 -0.485493 	 -0.666039 
-0.191045 	 -0.292105 	 -0.265378 	 0.292897 
0.203426 	 -0.001474 	 -0.127321 	 0.132482 
0.299248 	 0.128470 	 -0.519122 	 -0.449989 
0.911437 	 0.960157 	 0.694888 	 0.409384 
0.112642 	 -0.149922 	 0.046050 	 -0.076820 
0.249599 	 0.221558 	 -0.283009 	 -0.376951 
0.693577 	 0.749090 	 0.083623 	 -0.296766 
-0.163706 	 -0.368284 	 0.689602 	 0.663577 
0.670332 	 0.531728 	 -0.514863 	 -0.411827 
0.465517 	 0.237540 	 -0.069682 	 -0.363273 
0.526625 	 0.290332 	 0.517638 	 -0.523591 
-0.416958 	 -0.572217 	 0.295408 	 0.062812 
-0.225510 	 -0.533253 	 0.633341 	 0.540808 
0.619819 	 0.621669 	 0.225567 	 0.039110 
0.821770 	 0.884359 	 0.155504 	 -0.317260 
0.233316 	 -0.020442 	 0.317949 	 -0.206042 
0.342408 	 0.220609 	 0.057159 	 -0.245933 
0.870123 	 0.933898 	 0.687499 	 -0.780426 
-0.124076 	 -0.180856 	 -0.252961 	 -0.057572 
0.202412 	 0.176332 	 0.307232 	 0.217750 
0.456329 	 0.436955 	 -0.116704 	 -0.089529 
0.117245 	 -0.063709 	 -0.120464 	 -0.300988 
0.495718 	 0.309899 	 0.298313 	 0.200140 
0.545839 	 0.453369 	 0.102388 	 -0.035418 
0.465773 	 0.475885 	 -0.370166 	 -0.380976 
0.575658 	 0.138714 	 0.422582 	 0.025042 
0.730523 	 0.719687 	 -0.161781 	 0.644118 
0.299205 	 0.061679 	 0.236867 	 0.061799 
-0.765305 	 -0.952851 	 0.598771 	 0.888491 
0.879199 	 0.838798 	 0.367347 	 -0.668503 
0.208546 	 0.186838 	 0.504732 	 -0.175821 
0.484666 	 0.419533 	 -0.291096 	 -0.253636 
0.501358 	 0.436253 	 0.460816 	 -0.091105 
0.712411 	 0.668658 	 0.063296 	 -0.555711 
0.209012 	 -0.323430 	 -0.048123 	 0.695226 
0.023702 	 -0.413672 	 -0.282877 	 0.605107 
0.104749 	 -0.023430 	 0.537146 	 0.058138 
0.126220 	 0.045601 	 -0.033150 	 0.366954 
0.226602 	 -0.089461 	 -0.477936 	 0.095560 
